I have not smoked for ages .	我 很久没 有 抽烟 了 .
I agree with him .	我 同意 他 .
We will continue .	我们 要 继续下去 .
What time shall I pick you up ?	我 該 幾點 去 接 你 ？
I will let you know in advance .	我会 让 你 提前 知道 .
I only know him by name .	我 只 知道 他 的 名字 .
May I help you ?	我 能 幫 你 嗎 ？
Do you have a lot of money on you ?	你 身上 有 很多 钱 吗 ？
Can you do that by yourself ?	你 自己 一個 人 能 做 嗎 ？
Other than Sundays , I work every day .	我 除了 星期天 外 每天 都 上班 .
The policeman arrested him for drunken driving .	警察 因 酒 後 駕駛 逮捕 了 他 .
I like shopping on Ebay .	我 喜欢 在 eBay 上 购物 .
This is a bad thing .	這 是 件 壞 事 .
They broke into the jewelry shop .	他們 闖進 了 珠寶 店 .
I eat meat three times a week .	我 每週 吃 肉 三次 .
I go to church on Sundays .	周日 我 去 做礼拜 .
The conflict between blacks and whites in the city became worse .	在 这个 城市 ,   白人 和 黑人 间 的 争端 愈演愈烈 .
They hugged .	他们 拥抱 .
They trust Tom .	他们 信任 汤姆 .
Mother prepared lunch for me .	妈妈 为 我 准备 了 午饭 .
Speaking English is not easy .	說 英語 是 不 容易 的 .
I was in London last month .	上個月 我 在 倫敦 .
Get me the newspaper .	去 拿 一下 报纸 .
It is ten minutes &apos; walk to the station .	步行 到 車 站 要 花 十分 鐘 .
It is not good for anybody .	这 对 任何人 都 不好 .
I have always trusted your judgment .	我 一直 都 相信 你 的 判断 .
Where is the kitchen ?	厨房 在 哪 ?
I was very relaxed .	我 很 放 鬆 .
Write your name and address on this envelope .	把 你 的 姓名 和 地址 寫 在 這個 信封 上 .
He likes to watch baseball games on TV .	他 喜歡 看 電視 上 的 棒球 比賽 .
I heard our dog barking all night .	我 聽到 我們 的 狗叫 了 一整夜 .
She fainted when she saw blood .	她 看见 血 就 晕 了 .
I was not alone then .	我 当时 不 孤单 .
I have no friends to help me .	我 没 朋友 帮 我 .
I asked him for a favor .	我 請 他 幫 忙 .
He makes good use of his talents .	他 善用 他 的 天赋 .
I just want to be happy .	我 只 想 高兴 .
She is going to Mount Tate .	她 將 去 立山 .
He told me an interesting story .	他 告訴 了 我 一個 有趣 的 故事 .
I do not like being the one who always has to milk the cow .	我 不 喜欢 做 那个 总是 挤 牛奶 的 人
He placed the book on the shelf .	他 把 书 放在 了 书架上 .
I know that life is short .	我 知道 生命 是 短暂 的 .
I am just playing the devil is advocate .	我 在 给 魔鬼 当 辩护士 .
What is your opinion on that ?	关于 那个 你 有 什么 看法 ？
I got on the train for London .	我 登上 去 伦敦 的 火车 .
Something is changing .	有些 東西 在 變化 .
English is studied all over the world .	世界各地 都 讀 英語 .
A cold front swept over Europe .	一股 寒流 侵袭 了 欧洲 .
He is getting along with his neighborhood .	他 和 他 的 邻居 相处 .
Please speak a little more slowly .	請 講 慢 一點 .
He parked his car in front of the building .	他 把 车 停 在 大楼 前 .
Foxes eat hens .	狐狸 吃 母鸡 .
The explanation is by no means satisfactory .	這個 解釋 不是 很 令人 滿意 .
Can you feel the difference ?	你 能 感受 到 不同 之處 嗎 ？
I am looking forward to seeing him .	我 期待 再次 見 到 他 .
This coffee is too hot for me to drink .	这 咖啡 热 得 我 没 办法 喝 .
I will never see him again .	我 永遠 不 會 再 看到 他 .
I like chocolate .	我 喜歡 巧克力 .
He was scared you would shoot him .	他 害怕 你 會 開 槍 打 他 .
I am not tired at all .	我 根本 不累 .
She poured brandy into the glasses .	她 把 白蘭 地 倒 進 玻璃杯 裡 .
She is very clever .	她 很 聰明 .
That is Tom is mother .	那 是 汤姆 的 妈妈 .
See you later .	再见 .
What if Tom is still alive ?	如果 汤姆 还 活着 呢 ？
I also had a very good time .	我 也 过 得 很 愉快 .
Those records are not accessible to the public .	這些 記錄 不 對 公眾 開放 .
Nobody knows when the earthquake will occur .	没有 人 知道 地震 何时 会来 .
After they argued , they did not speak to each other for a week .	他们 争吵 后 ,   一周 都 没有 再 说话 .
What is this ?	這 是 什麼 啊 ？
She gave birth to a daughter yesterday .	她 昨天 生 了 一個 女兒 .
Do not put your elbows on the table .	不要 把 你 的 手肘 放在 桌子 上 .
Do you think he is good for the position ?	你 认为 他 适合 这个 职位 吗 ？
I turned the doorknob .	我 轉動 了 門 把 .
Tom is looking for someone to take Mary is place .	Tom 正在 找 其他人 代替 Mary .
I canceled my hotel reservation .	我 取消 了 我 旅館 的 預訂 .
Let is have a few drinks tonight .	讓 我們 今晚 喝 幾杯 .
Tom is a very good singer .	汤姆 是 个 很好 的 歌手 .
I can not find fault with him .	我 挑不出 他 的 毛病 .
It is not a road , but a path .	它 不是 一條 路 ,   而是 一條 小徑 .
My mother opened the door very carefully .	我 妈妈 小心翼翼 地 打开门 .
What have I got to lose ?	我 要 失去 什么 ？
Could I park my car here ?	我 能 把 我 的 车 停 在 这儿 吗 ？
Do you have a fever ?	你 發燒 了 嗎 ？
May I borrow your bike ?	我 能 借 一下 您 的 自行车 吗 ？
Put it back on the desk .	把 它 放回 桌子 上 .
She is a noted singer .	她 是 一个 著名 的 歌手 .
You are not going in the right direction .	你 要 南辕北辙 了 .
What did he ask you ?	他 問 你 什麼 ？
She has blue eyes .	她 有 蓝色 的 眼睛 .
Everybody looks up to Tom .	每个 人 都 看 向 汤姆 .
There is a basket under the table .	桌子 底下 有 一個 籃子 .
He accepted her gift .	他 接受 了 她 的 礼物 .
I asked him point @-@ blank .	我 直接 地 問 了 他 .
I play volleyball a lot .	我 常 打 排球 .
Let is eat while the food is warm .	讓 我們 趁 熱 吃 吧 .
Tom is asleep on the couch .	汤姆 在 长沙 发 上 睡着 了 .
This wine tastes great .	這 葡萄酒 非常 好喝 .
He is a man of ability .	他 是 个 能干 的 男人 .
I speak Swedish .	我 说 瑞典语 .
There is something I want you to see .	我 有 东西 想 给 你 看看 .
It is my job .	這 是 我 份 內 的 事 .
Feel this .	来 感受一下 这个 .
That is a great poem .	這 是 一首 很棒 的 詩 .
Tom is a French teacher .	汤姆 是 法语 老师 .
I have not seen you for ages .	我 已經 有 很 長 的 時間 沒有 見到 你 了 .
In some countries , the punishment for treason can be life in prison .	在 一些 國家 ,   叛國 罪 的 懲罰 可以 是 終身 監禁 .
He is three years older than her .	他 比 她 大 三岁 .
I do not understand any French .	我 一点 法语 都 不 懂 .
Riding double on a bicycle is dangerous .	腳踏車 雙載 是 危險 的 .
Tom is as tall as his father .	湯姆 跟 他 爸爸 一樣 高 .
Where is the pain ?	哪裡 痛 ？
I am busy .	我 很忙 .
Are we allowed to take pictures here ?	这里 允许 拍照 吗 ？
What did you get for Christmas ?	你 耶 誕節 得到 了 什麼 ?
We got permission to park here .	我們 有 在 這裡 停車 的 許 可 .
He came home three hours later .	他 三個 小 時 後 回家 了 .
She proceeded with the work .	她 继续 工作 .
I have a computer .	我 有 一台 电脑 .
You will never be alone .	你 永远 不会 一个 人 的 .
He rescued a boy from drowning .	他 救 了 一个 溺水 的 男孩 .
I think we are ready to do that .	我 认为 我们 准备 好 了 .
We all like cycling .	我们 都 喜欢 骑 自行车 .
She used to live with him .	她 以前 和 他 住 一起 .
Are you for real ?	你 是 认真 的 吗 ？
I do not feel very well . I should go home .	我 感覺 不太好 ,   我 該 回家 .
I was not quite sure what to say .	我 不 太 確定 要 說 什麼 .
I do not understand at all .	我 完全 不 懂 .
Tom was fired .	湯姆 被 解僱 了 .
That movie is for children .	那部 電影 是 給 小孩 看 的 .
The river is on the other side of the hill .	河 在 山丘 的 另一端 .
I have finished reading the book .	我 看 完 了 这 本书 .
Tom could not conceal his disappointment .	汤姆 不能 掩饰 他 的 失望 .
Why are you burning these pictures ?	为什么 你 要 烧 这些 图片 呢 ？
Give me the report .	给 我 报告 .
The dog barked at the mailman .	狗 對著 郵差 叫 .
What does this word mean ?	这个 词 是 什么 意思 ？
He is studying at his desk .	他 正在 他 的 書 桌旁 讀書 .
He had to clean his room .	他 不得不 打扫 了 他 的 房间 .
Tom was a teacher for nearly thirty years .	汤姆 当 教师 约 三十年 了 .
I suggest we move to a safer location .	我 建議 我們 去 個 更 安全 的 地方 .
It is said that treasure is buried in this area .	据说 这个 区域 埋 着 财宝 .
Nobody knows where he has gone .	沒 有人 知道 他 去 了 哪裡 .
He was wet all over .	他 从头到脚 都 湿 了 .
He patted me on the shoulder .	他 拍拍 我 的 肩膀 .
He is a learned man .	他 是 个 有 教养 的 人 .
Tom is hope was to win first prize .	湯姆 希望 贏 得 第一名 .
The wind blew too hard for them to play in the park .	风 刮得 太猛 ,   他们 没法 在 公园 里 玩 了 .
This is my book .	这 是 我 的 书 .
I admire you for your courage .	我 佩服 你 的 勇氣 .
Can you use a computer ?	您 会 使用 计算机 吗 ？
I regret eating those oysters .	我 後 悔 吃 了 那些 牡蠣 .
The sky grew darker and darker .	天空 变得 越来越 暗 了 .
I solved the problem easily .	我 很 容易 地 解決 了 這個 問題 .
Tom let Mary go home .	湯姆 讓 瑪麗 回家 .
We will change trains at the next station .	我們 會 在 下 一站 換 火車 .
Do not read while walking .	不要 边走边看 书 .
You should have told me yesterday .	你 昨天 就 该 告诉 我 了 .
Tom does not like people who smoke in no smoking areas .	汤姆 讨厌 在 禁烟 区 吸烟 的 人 .
Mary had to go to school .	瑪麗 必須 去 上 學 .
I ate your strawberries .	我 吃 了 你 的 草莓 .
He is new in town .	他 刚来 这 镇上 .
I am a vegetarian .	我 是 素食主义者 .
Let is go to the beach .	讓 我們 去 海邊 吧 .
Tom does not want to go alone .	汤姆 不想 一个 人 走 .
The problem is Tom .	問題 是 湯姆 .
Every time he comes here , he orders the same dish .	每次 他 来 这里 点 一样 的 菜 .
Tom yawned .	汤姆 打哈欠 了 .
Are you serious ?	你 是 认真 的 吗 ？
He came to Japan seven years ago .	他 七年 前來 日本 .
She made a man of him .	她 使 他 長大 成人 .
Please let us know .	請 讓 我們 知道 .
He had no luck in finding work .	他 找 工作 不 走 運 .
He lived to be eighty years old .	他 活到 了 八十 歲 .
I am trying to think of a better plan .	我 试 着 考虑 更好 的 计划 .
I stayed home because of the rain .	因為 下雨 ,   所以 我 待 在家 裡 .
Where is the nearest travel agency ?	最近 的 旅行社 在 哪裡 ？
I saw him cross the street .	我 看见 他 穿过 了 马路 .
How tall is your brother ?	你 的 兄弟 多 高 ?
I like to do my homework .	我 喜歡 做 我 的 作業 .
I am very lonely .	我 很 寂寞 .
He arrived in time .	他 准时 来 了 .
I did not see anything .	我什麼 都 沒 看見 .
What is your favorite way to cook potatoes ?	你 最 喜歡 用 什麼 方式 煮 馬鈴薯 ？
You must start immediately .	你 必须 马上 开始 .
Tom gave Mary a flashlight .	汤姆 给 了 玛丽 一把 手电筒 .
He crossed the river in a small boat .	他 乘 小船 過河 .
He gave me authority to fire them .	他 授權 給 我 解僱 了 他們 .
I think Tom has a crush on Mary .	我 觉得 汤姆 爱 上 玛丽 了 .
There was a steady increase in population .	人口 穩定 地 增加 .
Admission is free for children .	儿童 免费入场 .
Tom blushed .	汤姆 脸红 了 .
Do not throw away this magazine .	不要 丟掉 這 本 雜 誌 .
My wife is afraid to drive my new car .	我 的 妻子 害怕 开 我 的 新车 .
I am not a child , but sometimes you talk to me as if I were a child .	我 不是 小孩子 ,   但 有时 你 跟 我 说话 就 好像 我 是 小孩子 一样 .
Tom is busy now and can not talk with you .	湯姆 現在 忙 ,   不能 跟 你 講 話 .
It snowed a lot last year .	去年 下 了 很多 雪 .
He asked me if I was busy .	他 问 我 是否 很 忙 ？
He tried to unify the various groups .	他 試著 統一 不同 的 團體 .
He likes to smoke in the toilet .	他 喜欢 在 厕所 里 吸烟 .
You are taller than most of Tom is friends .	你 比 汤姆 的 大部分 朋友 都 高 .
I have three cameras .	我 有 三台 攝影 機 .
I know an English teacher who comes from Canada .	我 认识 一个 加拿大 来 的 英语 教师 .
The door was kicked open .	门 被 踢开 了 .
Tom and I are teammates .	湯姆 和 我 是 隊友 .
Let me go alone .	讓 我 一個 人 去 .
This time it is different .	這次 不 一樣 .
The bridge will be completed by the end of this year .	大橋 將 在 年底 完工 .
He started going bald quite young .	他 很年 輕 就 開始 禿頭 了 .
Tom deserves to be blamed .	汤姆 应当 被 责备 .
I do not understand German .	我 不 懂 德语 .
Do you have any plans for tomorrow ?	明天 你 有 什么 安排 没有 ？
I am hungry , so I am going to get something to eat .	我 餓 了 ,   所以 我 要 吃 東西 .
I am as hungry as a horse .	我 饿 得 跟 饿虎扑羊 似的 .
Will you have another slice of pie ?	你 要 再 來 一塊 餡餅 嗎 ？
I share a bedroom with my sister .	我 跟 我 姐姐 共用 同一 間 臥房 .
Let me have a look at those photos .	让 我 看看 那些 照片 .
Have you seen any movies lately ?	最近 看 了 什么 电影 没有 ？
They love each other .	他們 彼此 相愛 .
I will pick you up at your home .	我会 去 你家 接 你 .
My papers were in that box .	我 的 文件 在 那個 箱子 裡 .
I accompanied her on the piano .	我 彈 鋼琴 為 她 伴奏 .
They dropped out of school .	他們 輟學 了 .
This is smaller than that .	这个 比 那个 更 小 .
His brazen act of defiance almost cost him his life .	他 怀疑 的 无耻 行为 差点 要 了 他 的 命 .
We are sorry we can not help you .	我们 很 遗憾 没 能 帮助 你们 .
Our school is fifty years old .	我們 學校 有 五十年 的 歷史 了 .
That is just your imagination .	这 只是 幻想 而已 .
He called me up almost every day .	他 幾乎 每天 打 電話 給 我 .
I used to swim in this river .	我 以前 在 這條 河裡 游泳 .
Where did you guys go ?	你们 这些 家伙 去 哪儿 了 ？
Tom waved at Mary from the helicopter .	湯姆 在 直升 機上 向 瑪麗揮 手 .
I am a little confused .	我 有 一点 困惑 了 .
There is one apple on the desk .	桌上 有个 苹果 .
I do not like reading at all .	我 一点 都 不 喜欢 阅读 .
I hope you will call again .	我 希望 你 會 再 打 一次 電話 .
Tom sat at his desk working .	湯姆 在 他 的 桌邊 工作 .
We should tell children how to protect themselves .	我们 应该 告诉 孩子 怎么 保护 自己 .
Hand me the remote .	把 遥控器 递给 我 .
I do not want to lose you .	我 不想 失去 你 .
What are you looking at ?	你 在 看 什么 ？
He is mean .	他 很 凶 .
You have the same racket as I have .	你 的 球拍 跟 我 的 一樣 .
Tom works at a fast @-@ food restaurant .	汤姆 在 一家 快餐店 工作 .
The boy feared the dark .	这个 男孩 害怕 黑夜 .
I always have to wear a tie because of my job .	因為 這份 工作 的 關 係 ,   我 總是 要 打 領帶 .
Please come whenever you like .	請 你 想 什麼 時候 來 都 可以 .
Do you know who he is ?	你 知道 他 是 誰 嗎 ？
That child resembles his father .	那 孩子 和 他 父亲 很 像 .
How many friends do you have ?	你 有 多少 朋友 ？
She understands you now .	她 现在 了解 你 .
I do not mind if the weather is hot .	天气 热点 儿 没关系 .
Are you busy on Sunday afternoon ?	你 週日 下午 忙 嗎 ？
Why am I still here ?	为什么 我 还 在 这里 ？
Tom opened the blinds and looked out the window .	汤姆 打开 百叶窗 ,   向 窗外 望去 .
I do not trust businessmen .	我 不 相信 商人 .
Your manners are not very good .	你 的 禮貌 不是 很 好 .
I can not do anything .	我 不会 做 任何 事 .
You and I are the same age .	你 和 我 同龄 .
All their secrets have been revealed .	他們 所有 的 秘密 都 已經 被 揭曉 了 .
It was very far .	它 很遠 .
Is she your mother ?	她 是 你 媽 媽 嗎 ?
His shirt was stained with sauce .	他 的 衬衫 被 酱汁 弄脏了 .
Would you like more coffee ?	你 想 再 喝 點 咖啡 嗎 ？
Stop talking loudly .	停止 大声 说话 .
I study about two hours every day .	我 每天 讀書 大約 兩個 小 時 .
We know that all men are mortal .	我們 知道 人 皆 難免 一死 .
Please keep an eye on my suitcase .	請 留神 看著 我 的 手提箱 .
She whispered something into his ear .	她 在 他 耳邊 低聲 說 話 .
You could run .	你 能 跑 .
Tom really does not like you .	汤姆 真的 不 喜欢 你 .
In this case , the adjective goes before the noun .	在 这种 情况 下 ,   形容词 放在 名词 前面 .
He does not come here every day .	他 不是 每天 都 來 這 .
I helped my father wash his car .	我 幫 我 父親 洗 他 的 車 .
Tom still can not read .	汤姆 还是 不能 读书 .
Give me the same , please .	请 给 我 同样 的 东西 .
Why are you so mean to me ?	你 为什么 对 我 这么 小气 ？
Who built it ?	这 是 谁 建 的 ？
Some people believe in ghosts .	有些 人 相信 鬼 .
This desk is made of wood .	这 张 书桌 是 木制 的 .
Tom is consoling Mary .	汤姆 在 安慰 玛丽 .
I wrote the wrong address on the envelope .	我 在 信封 上 写错 了 地址 .
Not a star was to be seen .	星星 沒有 被 看到 .
The audience was very large .	观众 人数 庞大 .
Europeans like to drink wine .	欧洲人 喜欢 喝酒 .
I do not like this one .	我 不 喜欢 这个 .
His company did not survive the crisis .	他 的 公司 沒有 從 危機中 倖 存 .
There was nothing left in the refrigerator .	冰箱 里 什么 都 没 剩下 .
Tom has not finished his lunch yet .	湯姆 還 沒 吃 完 他 的 晚飯 .
Do not you want to use mine ?	你 不想 用 我 的 嗎 ？
If you &apos;d listen a little more carefully to what the teacher says , you &apos;d probably be able to understand .	假如 你 在 老师 讲课 的 时候 再 集中 一点 去 听讲 的话 ,   你 应该 就 能 弄 明白 了 .
We want to be on the first bus tomorrow morning .	我们 想 乘 明天 早上 第一班 公交车 .
He will make a good team captain .	他 會 成為 一個 好 隊長 .
I do not want it anymore .	我 再也 不 想要 了 .
I have been to Australia three times .	我 去過 澳洲 三次 .
People should do their best .	人們 應該 盡力 而為 .
He is getting along with his employees .	他 和 他 的 員工 相處 .
I am asking what your opinion is .	我 在 問 你 的 選擇 是 甚麼 .
He shook his head up and down .	他 上下 晃 了 晃头 .
Would you like another cup of tea ?	你 想 再 要 杯 茶 吗 ？
He changed schools last year .	去年 他 转校 了 .
Please come back home as soon as you can .	请 尽快 回家 .
I have to go to the bank .	我 必须 到 银行 去 .
Tom will never willingly go there by himself .	汤姆 绝不会 愿意 独自 去 那里 .
I do not have any change .	我 没 任何 零钱 .
A person views things differently according to whether they are rich or poor .	每 一個 人 對 事情 的 看法 不同 是 依據 他們 是 富有 還是 貧窮 .
I think you will find it convenient to put a short @-@ cut on the desktop .	我 想 你 迟早会 知道 在 桌面 建立 一个 快捷方式 是 有 多 方便 .
A fox is not caught twice in the same snare .	狡兔三窟 .
I am lost . Can you help me , please ?	我 迷路 了 ,   能 不能 请 您 帮 我 一下 ？
Attack is the best form of defense .	進攻 是 最好 的 防禦 .
The system worked .	系统 运行 起来 了 .
My mother is a good woman .	我 媽媽 是 個 好 女人 .
He checked in at a good hotel .	他 入住 了 一間 很好 的 旅館 .
Tomorrow there is a high probability it will rain .	明天 很 有 可能 下雨 .
Let is get to work .	干活 吧 .
I think you are quite right .	我 認為 你 說 得 很 對 .
I like summer the best .	我 最 喜歡 夏天 .
He was named after his grandfather .	他 以 他 祖父 的 名字 被 命名 .
You should get your car fixed .	你 應該 把 你 的 車 修好 .
Nagoya is between Tokyo and Osaka .	名古屋 在 東京 和 大阪 之間 .
Mary succeeded in her studies .	玛丽 在 研究 上 成功 了 .
Tom had a hunch that Mary was seeing someone else .	汤姆 预感 到 玛丽 在 见 别人 .
You do not have to kick yourself .	你 不要 自甘堕落 .
Please take good care of yourself .	請 好好 照顧 你 自己 .
One year has twelve months .	一年 有 十二 個 月 .
Could you turn it down ?	你 可以 轉 小聲 一點 嗎 ?
Carrots cost three dollars .	胡萝卜 要 三 美元 .
I am free tonight .	我 今晚 有空 .
He is younger than me .	他 比 我 年轻 .
I did not know that he was Japanese .	我 不 知道 他 是 日本 人 .
Tom said that he wanted to eat Chinese food .	湯姆 說 他 想 吃 中國 菜 .
The boy actually was going to do it .	這個 男孩 實際 上 是 要 去 做 .
Tom and I are in the same class .	湯姆 和 我 在 同一 個 班 裡 .
Is this a duty @-@ free shop ?	這 是 一間 免稅 商店 嗎 ？
Why are you angry ?	你 为什么 生气 ？
I do not like learning irregular verbs .	我 不 喜欢 学习 不规则 动词 .
I graduated from high school last year .	去年 我 從 高中 畢業 了 .
What would the world be like without women ?	没有 女人 的话 ,   世界 会 是 什么样 ？
This guidebook might be of use to you on your trip .	这本 导游 册子 或许 会 对 你 的 旅行 有 帮助 .
I will only buy the car if they repair the brakes first .	除非 他们 事先 修好 刹车 ,   我 才 会 买 车子 .
The ticket is good for three days .	這 張 票 的 有效期 是 三天 .
He dropped the cup and broke it .	他 把 杯子 掉 到 地板 上 打碎 了 .
Let me do that .	让 我 去 做 .
Tom passed away October 20 , 2013 .	汤姆 逝世 于 2013 年 10 月 20 日 .
He studied English history .	他 学 了 英国 历史 .
Suddenly , it began to rain .	突然 開始 下雨 .
I still have not found anything .	我 还 什么 都 没 找到 呢 .
My wife wants to adopt a child .	我 妻子 想 收养 一个 孩子 .
We all have secrets .	我們 都 有 秘密 .
We had a good conversation .	我们 谈 得 不错 .
He had his shirt on inside out .	他 把 他 的 襯衫 穿反 了 .
Who will be elected chairman ?	谁 将 当选 主席 呢 ？
I would like to dance .	我 想要 跳舞 .
We gazed at the beautiful scenery .	我們 望著 這 美麗 的 風景 .
That could not have gone any worse .	再 糟糕 不过 了
I have nothing to say with regard to that problem .	对于 这个 问题 我 无可奉告 .
I just can not believe it .	我 真是 不能 相信 .
The old man made out his will .	這位 老先生 立 了 他 的 遗嘱 .
I thought that we had found the perfect hiding place , but the police found us .	我 以为 我们 发现 了 绝妙 的 藏身之处 ,   但 警察 找到 了 我们 .
Are you saying Tom is hiding something from us ?	你 说 Tom 对 我们 隐藏 了 一些 事情 ？
Cheers !	乾杯 !
I am first .	我 是 第一 .
He left the book on the table .	他 在 桌子 上 留下 了 這 本書 .
I need to go to the toilet .	我 要 去 上 廁所 .
I am ill .	我 生病 了 .
He ate all of the apple .	他 把 整个 苹果 都 吃 了 .
What is your name ?	您 叫 什么 名字 ？
Being rejected is painful .	被 拒絕 是 痛苦 的 .
Tom is not dumb .	汤姆 不 傻 .
Could you help me find my dog ?	你 能 幫 我 找到 我 的 狗 嗎 ？
There is no mistake .	没有 错误 .
Please help me with my homework .	請 幫 我 做 我 的 家庭 作業 .
He was not able to open the box .	他 沒有 能力 打開 箱子 .
His new car is wonderful .	他 的 新車 很棒 .
I could barely get out of bed yesterday .	我 昨天 幾乎 下 不了 床 .
Come whenever you want .	什么 时候 想来 就 过来 吧 .
English is spoken in Canada .	在 加拿大 的 人 說 英語 .
I do not know where he lives .	我 不 知道 他 住 在 哪裡 .
You will not be able to catch the train .	你 將 無法 趕 上火 車 .
The police are checking their bags .	警察 正在 检查 他们 的 包 .
Give me a bottle of wine .	給 我 一瓶 葡萄酒 .
Breathe through your nose .	用 你 的 鼻子 呼吸 .
She cried her heart out .	她 哭 得 肝腸寸斷 .
I am fixing the washing machine .	我 在 修 洗衣 機 .
Do you want something to drink ?	你 想要 什么 喝 的 吗 ？
Do not you have any feelings for me at all ?	你 对 我 完全 没有 感觉 吗 ？
The market is big .	市場 很大 .
May I go to the bathroom ?	我 可以 去 洗手 間 嗎 ？
I like tea .	我 喜欢 茶 .
I am talking about my friend .	我 在 談 我 的 朋友 .
The petals are floating on the water .	花瓣 浮 在 水面 上 .
We must finish our homework first .	我們 必須 先 完成 我們 的 功課 .
You are so stupid .	你 真傻 .
The police are after him .	警察 在 跟著 他 .
The little cabin was bathed in moonlight .	小木屋 沐浴 在 月光 之中 .
Where did you go that night ?	那天 晚上 你 在 哪裡 ？
Tom could not see anybody .	汤姆 看不到 任何人 .
Tom is not used to walking barefooted .	汤姆 不 习惯 光 着 脚 漫步 .
Please copy this .	麻煩 拷貝 這個 .
You must keep quiet for a few days .	你 该 安静 几天 .
A strange feeling came over me .	我 觉得 不 舒服 .
A hungry pig dreams of acorns .	飢餓 的 豬 夢 到 橡樹子 .
There is a spoon missing .	缺 一把 勺子 .
My father made a shelf for me .	我 父親 為 我 做 了 個 架子 .
Do you know how to drive this thing ?	你 知道 怎么 驾驶 这 玩意儿 吗 ？
Will you show me what you bought ?	你 愿意 给 我 看看 你 买 了 什么 吗 ？
I was just about to leave the house when the telephone rang .	我 正要 离开 家 的 时候 电话响 了 .
Did Tom say who ?	汤姆 说 是 谁 了 吗 ？
Can you tell me where the nearest bus stop is ?	你 能 把 最近 的 公车站 指给 我 看 吗 ?
I could not find his house .	我 找 不到 他 的 家 .
I fell asleep while reading .	我 看书 的 时候 睡着 了 .
I bought that car .	我 買 了 那輛 車 .
He is gone to Nagoya on business .	他 因公 出差 到 名古屋 .
Why are you being so secretive ?	你 為 什麼 這麼 神秘 ？
I will not be getting married this year .	我 今年 不 結婚 .
I will be back late .	我 會晚 一點 回來 .
Tom made a choice .	汤姆 做出 了 选择 .
What was that meeting about ?	那场 会议主题 是 什么 ？
He thanked me for coming .	他 感謝 我 的 到 來 .
He passed the entrance examination .	他 通過 了 入學 考試 .
You should not go out .	你 不 應該 出去 .
How do you view this matter ?	您 怎麼 看 這個 問題 ？
I almost won .	我 几乎 赢 了 .
They have elected a new government .	他們 選出 了 新政府 .
Do you want to have sushi tonight ?	你 今晚 想 吃 壽司 嗎 ？
I think you are lying .	我 觉得 你 在 撒谎 .
The death penalty had been done away with in many states in the USA .	死刑 在 美国 的 很多 州 都 被 废除 了 .
I have lost my watch .	我 把 我 的 表 丢 了 .
He sleeps during the day and works at night .	他 白天 睡觉 ,   晚上 工作 .
They have many friends .	他们 有 很多 朋友 .
Rice is grown in rainy regions .	人們 在 多 雨 地區 種植 水稻 .
The flood water reached the level of the windows .	洪水 涌到 了 窗户 的 高度 .
I can not blame Tom for not waiting .	我 不能 怪 湯姆 不 等著 .
I have done everything necessary .	我 做 完 了 所有 重要 的 事 .
I agree with you absolutely .	我 完全 赞同 你 .
Two men are checking on what is wrong with the car .	两个 男人 在 检查 汽车 出 了 什么 故障 .
Tom helped us all .	湯姆 幫 了 我們 .
Try to have a positive attitude about everything .	试 着 用 积极 的 态度 去 面对 任何 事情 .
Let is split the reward fifty @-@ fifty .	讓 我們 平分 這個 報酬 吧 .
I am disgusted with him .	我 厌恶 他 .
People like you should not be here .	你 這樣 的 人 不該 在 這裡 .
That is the part I liked best .	那 是 我 最 喜歡 的 部分 .
Do you think they noticed ?	你 认为 他们 注意 了 吗 ？
I do not want him to touch me .	我 不想 被 他 感动 .
It is not something anyone can do .	这 不是 任何人 都 能 做 的 事 .
He compared his car to the new model .	他 拿 他 的 車 和 新款 車作 比較 .
Have you ever seen such a nice film ?	你 看过 这么 好看 的 电影 吗 ？
He went to the store .	他 去 了 商店 .
If her temperature goes up , send for the doctor .	如果 她 的 體溫 上升 ,   派 人 去 請 醫生 來 .
What kind of work will you do ?	你 將 做 什麼樣 的 工作 ?
The precise time of their arrival is not known .	他們 到 逹 的 確 切 時 間 還 不 知道 .
I do not understand German at all .	我 完全 不 懂 德语 .
Tom sits at his computer eight hours a day .	Tom 每天 在 電腦 前 工作 八 小 時 .
I want a guitar .	我 想要 一把 吉他 .
Will you be at home this afternoon ?	你 今天下午 会 在家 吗 ？
Tom turned on the car is fog lights .	湯姆 打開 了 車 的 霧 燈 .
She is a wonderful woman .	她 是 個 很棒 的 女人 .
When can we eat , I wonder .	我 不 知道 我們 什麼 時候 可以 吃 .
He turned to his friends for help .	他 尋求 他 的 朋友 的 幫助 .
Get dressed .	你 穿 點 東西 .
Please pardon me for coming late .	抱歉 那么 晚来 .
I am Hungarian .	我 是 匈牙利人 .
I want you to not go to Boston with Tom .	我 要 你 別 和 湯姆 去 波士 頓 .
We are preparing to do so .	我们 准备 去 做 .
New York is on the Hudson River .	紐約 位 在 哈得遜 河 .
The door clicked shut .	门 咔哒 一声 关上 了 .
Could you come and see me tomorrow ?	你 明天 可以 來看 我 嗎 ？
There is a small garden in front of my house .	我家 前面 有个 小 庭院 .
I am glad you were right .	很 高兴 你 是 对 的 .
Everybody thinks so .	大家 都 是 这样 想 的 .
You have changed so much that I can hardly recognize you .	你 变 了 那么 多 ,   以至于 我 几乎 认不出 你 了 .
